gill-color,gill-size,spore-print-color,stalk-surface-above-ring,is_poisonous,height
b,n,w,k,1,7.0
b,n,w,s,1,4.1
b,n,w,k,1,3.2
b,n,w,k,1,5.7
b,n,w,k,1,3.8
b,n,w,k,1,4.8
b,n,w,k,1,5.9
b,n,w,k,1,4.7
w,b,w,y,0,4.0
b,n,w,k,1,4.5
b,n,w,s,1,7.0
b,n,w,k,1,5.2
b,n,w,s,1,5.0
n,b,n,s,0,5.1
p,b,w,k,0,6.6
y,b,w,k,1,3.3
b,n,w,k,1,5.1
b,n,w,k,1,5.4
y,b,o,s,0,4.1
b,n,w,k,1,5.6
b,n,w,s,1,5.1
p,b,w,k,0,1.9
w,b,w,s,0,3.9
y,b,o,s,0,3.9
b,n,w,s,1,5.6
b,n,w,k,1,3.8
b,n,w,k,1,5.2
w,b,w,k,0,4.4
g,b,w,k,0,4.6
p,b,w,k,0,4.6
b,n,w,k,1,4.8
b,n,w,s,1,3.9
w,b,w,s,0,3.4
g,b,w,s,0,3.8
b,n,w,s,1,6.8
g,b,w,s,0,4.7
b,n,w,s,1,5.5
b,n,w,s,1,5.2
b,n,w,s,1,3.9
p,b,w,s,0,4.2
w,b,w,s,0,5.7
b,n,w,s,1,5.1
b,n,w,s,1,4.4
g,b,w,k,0,6.4
g,b,w,k,0,2.2
b,n,w,k,1,4.8
w,b,w,s,0,4.4
b,n,w,k,1,7.3
b,n,w,s,1,5.4
y,b,b,s,0,6.9
n,b,n,s,0,4.3
b,n,w,k,1,3.5
b,n,w,k,1,3.5
b,n,w,k,1,5.4
b,n,w,k,1,4.3
b,n,w,s,1,5.1
g,b,w,k,0,4.0
o,b,n,s,0,5.2
w,b,w,k,1,6.5
g,b,w,s,0,5.6
n,b,o,s,0,4.4
y,b,b,s,0,4.9
b,n,w,k,1,5.3
p,b,w,s,0,4.1
g,b,w,k,0,5.0
o,b,n,s,0,5.0
b,n,w,k,1,3.9
b,n,w,k,1,3.7
b,n,w,k,1,4.6
b,n,w,k,1,5.2
p,b,w,s,0,4.9
b,n,w,k,1,5.6
b,n,w,k,1,6.6
b,n,w,k,1,6.7
w,b,w,k,0,5.5
y,b,y,s,0,4.5
b,n,w,k,1,4.8
b,n,w,k,1,4.3
o,b,o,s,0,2.7
b,n,w,k,1,5.8
b,n,w,k,1,6.3
b,n,w,s,1,4.9
b,n,w,s,1,6.0
b,n,w,s,1,5.3
b,n,w,s,1,4.4
b,n,w,s,1,3.9
b,n,w,s,1,2.9
w,b,w,s,0,6.9
b,n,w,s,1,6.5
w,b,w,k,1,2.9
b,n,w,s,1,2.9
g,b,w,k,0,3.9
b,n,w,k,1,5.1
b,n,w,k,1,4.7
b,n,w,s,1,4.9
b,n,w,s,1,5.0
b,n,w,k,1,5.2
w,b,w,s,0,5.0
b,n,w,s,1,5.3
b,n,w,s,1,3.8
b,n,w,k,1,6.8
b,n,w,k,1,7.4
b,n,w,s,1,4.1
y,b,n,s,0,5.9
b,n,w,s,1,5.0
b,n,w,s,1,5.8
b,n,w,s,1,5.1
b,n,w,k,1,6.4
b,n,w,k,1,4.1
b,n,w,s,1,4.5
w,b,w,k,0,5.7
b,n,w,k,1,4.7
b,n,w,s,1,5.1
g,b,w,s,0,4.2
n,b,n,s,0,3.9
w,b,w,k,1,5.2
b,n,w,s,1,5.1
b,n,w,k,1,6.2
b,n,w,k,1,4.8
b,n,w,s,1,4.5
b,n,w,s,1,6.6
b,n,w,s,1,5.4
g,b,w,k,0,5.1
b,n,w,k,1,4.4
y,b,w,k,1,5.2
b,n,w,k,1,5.7
b,n,w,k,1,6.6
p,b,w,s,0,4.6
b,n,w,k,1,7.8
b,n,w,s,1,4.1
b,n,w,k,1,4.3
b,n,w,k,1,6.9
b,n,w,s,1,4.7
b,n,w,k,1,5.4
w,b,w,s,0,3.5
w,b,w,k,1,2.8
b,n,w,k,1,4.4
b,n,w,s,1,5.1
b,n,w,k,1,4.4
b,n,w,k,1,6.5
w,b,w,s,0,5.3
b,n,w,k,1,5.5
b,n,w,k,1,3.9
w,b,w,k,0,6.5
b,n,w,k,1,4.5
b,n,w,s,1,5.3
b,n,w,s,1,5.3
w,b,w,s,0,4.7
b,n,w,s,1,6.8
b,n,w,k,1,6.2
b,n,w,k,1,5.9
b,n,w,s,1,2.8
n,b,y,s,0,5.4
b,n,w,k,1,4.7
b,n,w,s,1,6.0
b,n,w,s,1,6.3
b,n,w,s,1,5.2
o,b,b,s,0,5.5
p,b,w,k,0,4.4
n,b,n,s,0,4.1
p,b,w,k,0,6.1
b,n,w,s,1,3.4
b,n,w,s,1,2.6
b,n,w,k,1,4.7
b,n,w,k,1,5.6
p,b,w,k,0,3.5
b,n,w,s,1,4.7
p,b,w,s,0,4.8
b,n,w,k,1,6.3
b,n,w,s,1,4.0
w,b,w,k,1,5.6
b,n,w,s,1,5.7
b,n,w,s,1,3.8
b,n,w,k,1,3.3
b,n,w,k,1,3.8
b,n,w,k,1,5.2
b,n,w,k,1,4.5
w,b,w,k,0,4.8
b,n,w,s,1,6.0
b,n,w,k,1,6.4
b,n,w,k,1,5.3
b,n,w,k,1,4.0
g,b,w,s,0,5.6
b,n,w,s,1,3.9
b,n,w,s,1,3.5
b,n,w,s,1,5.5
w,b,w,s,0,4.3
b,n,w,k,1,5.5
b,n,w,s,1,6.0
b,n,w,s,1,3.1
y,b,w,k,1,2.7
g,b,w,k,0,6.3
b,n,w,k,1,5.3
b,n,w,s,1,3.5
p,b,w,s,0,3.8
b,n,w,k,1,5.4
b,n,w,k,1,5.2
y,b,y,s,0,5.5
b,n,w,s,1,4.1
b,n,w,k,1,6.8
n,b,b,s,0,4.4
b,n,w,k,1,4.1
b,n,w,k,1,4.8
b,n,w,k,1,6.2
b,n,w,s,1,3.3
w,b,w,s,0,5.0
n,b,n,s,0,6.7
g,b,w,k,0,4.2
b,n,w,s,1,6.1
w,b,w,s,0,5.8
b,n,w,k,1,5.5
b,n,w,s,1,3.2
o,b,y,s,0,6.1
b,n,w,k,1,5.0
b,n,w,k,1,6.8
b,n,w,k,1,5.4
b,n,w,s,1,5.5
b,n,w,k,1,5.6
b,n,w,k,1,4.6
w,b,w,y,0,3.1
b,n,w,s,1,4.3
b,n,w,k,1,4.5
b,n,w,s,1,4.0
b,n,w,k,1,6.7
w,b,w,s,0,5.5
b,n,w,s,1,7.5
p,b,w,k,0,4.7
b,n,w,k,1,6.6
p,b,w,k,0,4.2
y,b,y,s,0,4.2
b,n,w,k,1,4.8
b,n,w,s,1,4.7
g,b,w,k,0,5.1
b,n,w,s,1,4.9
b,n,w,s,1,5.3
g,b,w,k,0,5.0
b,n,w,k,1,4.5
b,n,w,k,1,5.5
b,n,w,k,1,3.6
b,n,w,k,1,5.2
b,n,w,s,1,4.3
g,b,w,k,0,4.0
b,n,w,k,1,3.8
b,n,w,s,1,4.7
w,b,w,s,0,3.8
y,b,y,s,0,6.3
g,b,w,k,0,5.3
b,n,w,k,1,4.8
b,n,w,s,1,5.2
b,n,w,s,1,4.6
p,b,w,k,0,5.3
b,n,w,k,1,4.4
n,b,y,s,0,5.2
w,b,w,k,0,3.8
y,b,w,k,1,5.2
g,b,w,k,0,4.7
b,n,w,s,1,4.8
o,b,b,s,0,6.3
w,b,w,k,0,4.4
n,b,y,s,0,6.5
p,b,w,k,0,5.4
b,n,w,k,1,4.9
b,n,w,s,1,4.3
n,b,o,s,0,5.4
b,n,w,k,1,5.3
b,n,w,s,1,5.1
b,n,w,s,1,5.1
b,n,w,s,1,5.4
y,b,y,s,0,2.4
w,b,w,k,0,5.3
o,b,o,s,0,5.7
b,n,w,k,1,6.6
b,n,w,s,1,5.4
b,n,w,k,1,6.7
b,n,w,s,1,4.7
n,b,n,s,0,5.4
b,n,w,s,1,5.5
o,b,o,s,0,6.0
b,n,w,k,1,4.1
p,b,w,s,0,7.0
b,n,w,s,1,6.4
b,n,w,k,1,5.2
g,b,w,s,0,5.0
b,n,w,k,1,4.2
w,b,w,s,0,5.9
b,n,w,s,1,3.5
b,n,w,s,1,5.5
p,b,w,k,0,5.1
b,n,w,k,1,7.7
w,b,w,k,1,4.4
w,b,w,s,0,4.4
b,n,w,k,1,3.9
b,n,w,k,1,6.1
b,n,w,k,1,6.3
g,b,w,s,0,4.5
p,b,w,s,0,4.0
b,n,w,s,1,3.6
g,b,w,s,0,5.1
b,n,w,s,1,5.0
b,n,w,s,1,5.1
w,b,w,k,0,5.5
b,n,w,k,1,4.6
w,b,w,k,0,6.1
b,n,w,s,1,5.6
w,b,w,s,0,5.6
n,b,n,s,0,4.1
b,n,w,k,1,7.2
b,n,w,s,1,4.7
w,b,w,s,0,6.3
y,b,w,k,1,5.3
b,n,w,k,1,6.6
b,n,w,k,1,4.8
b,n,w,s,1,4.9
b,n,w,s,1,3.5
o,b,b,s,0,5.0
b,n,w,k,1,3.8
w,b,w,y,0,5.4
w,b,w,s,0,5.1
b,n,w,k,1,3.2
y,n,w,y,1,5.1
b,n,w,s,1,2.6
b,n,w,k,1,3.1
b,n,w,s,1,3.7
o,b,n,s,0,5.5
w,b,w,s,0,5.2
p,b,w,k,0,6.9
b,n,w,s,1,2.8
b,n,w,k,1,4.6
b,n,w,s,1,4.2
w,b,w,k,0,5.2
n,b,o,s,0,6.1
b,n,w,k,1,5.8
b,n,w,s,1,6.0
g,b,w,k,0,5.4
b,n,w,s,1,6.0
g,b,w,s,0,5.5
b,n,w,s,1,3.3
b,n,w,s,1,6.2
p,b,w,k,0,5.4
g,b,w,s,0,6.4
b,n,w,k,1,4.8
b,n,w,k,1,3.5
b,n,w,k,1,4.9
p,b,w,k,0,4.1
b,n,w,s,1,5.1
b,n,w,k,1,4.5
b,n,w,s,1,5.9
y,b,w,k,1,4.7
b,n,w,k,1,5.4
o,b,y,s,0,6.2
b,n,w,s,1,2.9
y,b,y,s,0,5.9
g,b,w,s,0,3.1
p,b,w,s,0,2.5
b,n,w,k,1,5.1
b,n,w,k,1,3.9
b,n,w,s,1,5.0
b,n,w,k,1,5.0
g,b,w,s,0,5.4
p,b,w,s,0,5.7
w,b,w,k,1,4.6
b,n,w,s,1,7.1
b,n,w,s,1,5.5
b,n,w,s,1,5.1
b,n,w,s,1,8.1
b,n,w,k,1,3.9
y,b,w,k,1,4.2
b,n,w,s,1,5.0
g,b,w,s,0,3.3
b,n,w,k,1,3.7
p,b,w,s,0,5.4
b,n,w,s,1,4.4
b,n,w,k,1,4.9
p,b,w,k,0,5.2
p,b,w,s,0,6.0
b,n,w,k,1,5.4
n,b,y,s,0,5.5
w,b,w,s,0,4.9
g,b,w,s,0,5.7
b,n,w,s,1,4.2
b,n,w,k,1,4.8
b,n,w,s,1,4.8
p,b,w,s,0,5.2
p,b,w,k,0,4.0
w,b,w,s,0,5.1
w,b,w,s,0,5.6
b,n,w,s,1,5.5
b,n,w,s,1,5.2
b,n,w,s,1,2.8
b,n,w,s,1,4.4
o,b,o,s,0,5.2
w,n,w,y,1,4.1
w,b,w,k,1,4.3
b,n,w,s,1,4.5
w,b,w,s,0,5.2
b,n,w,s,1,3.8
g,b,w,s,0,7.0
p,b,w,s,0,4.4
b,n,w,k,1,4.4
o,b,b,s,0,6.3
o,b,b,s,0,4.5
w,b,w,s,0,4.5
g,b,w,s,0,4.7
b,n,w,k,1,4.2
b,n,w,s,1,5.0
b,n,w,k,1,6.4
b,n,w,k,1,6.3
b,n,w,k,1,4.5
b,n,w,k,1,5.6
w,b,w,k,0,5.9
y,b,w,k,1,4.9
b,n,w,s,1,8.3
o,b,y,s,0,5.2
b,n,w,s,1,4.0
w,b,w,k,0,4.9
p,b,w,k,0,3.6
b,n,w,s,1,4.8
b,n,w,s,1,5.2
b,n,w,s,1,2.8
b,n,w,s,1,4.2
b,n,w,k,1,3.3
b,n,w,s,1,5.9
p,b,w,k,0,5.3
b,n,w,s,1,4.7
g,b,w,s,0,4.2
y,n,w,y,1,3.4
b,n,w,s,1,5.3
b,n,w,k,1,5.9
g,b,w,s,0,7.1
n,b,y,s,0,5.6
b,n,w,s,1,4.9
o,b,n,s,0,4.1
b,n,w,s,1,4.9
b,n,w,k,1,6.3
b,n,w,s,1,4.7
p,b,w,s,0,4.1
n,b,n,s,0,4.8
y,b,n,s,0,4.7
b,n,w,s,1,5.4
w,b,w,s,0,4.4
w,b,w,k,0,4.7
b,n,w,k,1,4.5
p,b,w,k,0,4.7
b,n,w,k,1,5.0
b,n,w,s,1,4.6
b,n,w,s,1,4.5
w,b,w,s,0,6.2
b,n,w,k,1,5.2
b,n,w,s,1,5.5
y,b,b,s,0,4.8
b,n,w,k,1,4.7
b,n,w,k,1,5.4
b,n,w,k,1,5.2
b,n,w,s,1,5.1
b,n,w,k,1,5.4
b,n,w,k,1,5.0
n,b,o,s,0,5.2
b,n,w,k,1,5.3
p,b,w,s,0,4.9
b,n,w,s,1,4.8
b,n,w,s,1,4.2
n,b,o,s,0,6.0
b,n,w,s,1,3.3
p,b,w,s,0,5.1
n,b,o,s,0,4.5
b,n,w,s,1,5.5
b,n,w,s,1,4.0
w,b,w,s,0,6.1
g,b,w,s,0,5.0
w,b,w,k,0,5.0
n,b,b,s,0,6.3
b,n,w,k,1,5.3
b,n,w,s,1,2.9
w,b,w,y,0,2.6
p,b,w,k,0,4.4
b,n,w,k,1,6.4
b,n,w,s,1,4.9
b,n,w,s,1,5.2
b,n,w,s,1,5.4
y,b,b,s,0,4.0
b,n,w,s,1,5.3
b,n,w,s,1,5.5
b,n,w,s,1,5.1
n,b,y,s,0,4.5
g,b,w,k,0,5.9
b,n,w,s,1,5.3
b,n,w,s,1,5.9
w,b,w,s,0,5.7
b,n,w,k,1,3.9
b,n,w,k,1,5.2
b,n,w,s,1,5.7
o,b,o,s,0,7.5
g,b,w,s,0,4.7
w,b,w,k,1,5.8
b,n,w,k,1,4.4
b,n,w,k,1,3.6
b,n,w,s,1,5.1
b,n,w,k,1,4.5
b,n,w,k,1,4.6
b,n,w,s,1,5.5
b,n,w,k,1,3.3
b,n,w,s,1,5.0
b,n,w,s,1,5.3
w,b,w,k,0,4.8
y,b,w,k,1,4.7
w,b,w,s,0,5.1
b,n,w,k,1,4.1
y,n,w,y,1,3.1
b,n,w,k,1,4.4
y,b,w,k,1,4.0
p,b,w,s,0,7.1
b,n,w,s,1,3.0
b,n,w,k,1,4.4
b,n,w,s,1,5.7
n,b,y,s,0,5.3
b,n,w,s,1,3.8
b,n,w,k,1,5.9
b,n,w,k,1,4.3
b,n,w,s,1,4.9
b,n,w,k,1,5.4
b,n,w,s,1,6.5
b,n,w,s,1,7.1
p,b,w,k,0,4.8
g,b,w,s,0,4.9
w,b,w,k,0,4.8
b,n,w,k,1,4.3
b,n,w,k,1,3.6
b,n,w,s,1,3.8
b,n,w,s,1,4.9
b,n,w,k,1,5.1
b,n,w,k,1,4.4
b,n,w,s,1,5.8
b,n,w,s,1,3.8
b,n,w,s,1,5.1
o,b,o,s,0,5.7
b,n,w,s,1,4.9
b,n,w,k,1,4.4
g,b,w,k,0,5.7
p,b,w,s,0,5.3
b,n,w,s,1,4.8
n,b,o,s,0,3.1
b,n,w,k,1,4.8
b,n,w,s,1,5.9
b,n,w,s,1,4.6
b,n,w,k,1,4.8
b,n,w,k,1,4.2
y,b,b,s,0,4.5
o,b,n,s,0,6.0
g,b,w,k,0,6.0
b,n,w,k,1,4.6
n,b,n,s,0,6.1
b,n,w,k,1,3.7
g,b,w,k,0,6.6
p,b,w,k,0,5.8
b,n,w,k,1,5.5
n,b,b,s,0,5.0
p,b,w,s,0,5.8
w,b,w,y,0,5.8
g,b,w,s,0,4.0
g,b,w,k,0,6.6
y,b,w,k,1,4.8
y,b,y,s,0,5.1
b,n,w,s,1,5.6
b,n,w,s,1,4.5
p,b,w,k,0,4.5
g,b,w,k,0,6.5
p,b,w,k,0,4.0
n,b,b,s,0,4.8
b,n,w,s,1,4.1
b,n,w,k,1,3.6
b,n,w,s,1,5.6
y,b,n,s,0,3.9
w,b,w,s,0,5.2
b,n,w,k,1,5.7
g,b,w,k,0,3.5
b,n,w,s,1,4.8
p,b,w,k,0,4.0
b,n,w,s,1,5.1
b,n,w,s,1,5.2
y,b,b,s,0,4.8
b,n,w,k,1,3.9
b,n,w,k,1,5.9
n,b,y,s,0,5.1
g,b,w,k,0,6.3
w,b,w,k,0,5.1
n,b,b,s,0,4.3
b,n,w,s,1,4.6
b,n,w,k,1,7.0
g,b,w,s,0,5.5
b,n,w,k,1,4.5
w,b,w,s,0,5.4
b,n,w,k,1,4.6
b,n,w,s,1,5.6
b,n,w,k,1,3.8
w,b,w,y,0,6.7
b,n,w,k,1,5.9
b,n,w,k,1,6.8
g,b,w,s,0,5.8
b,n,w,k,1,3.6
b,n,w,k,1,3.7
w,b,w,k,0,6.3
b,n,w,s,1,4.7
b,n,w,s,1,6.6
b,n,w,k,1,3.9
b,n,w,s,1,5.0
g,b,w,s,0,7.3
b,n,w,k,1,4.9
b,n,w,k,1,5.6
g,b,w,k,0,5.5
g,b,w,s,0,5.5
w,b,w,k,0,5.2
b,n,w,s,1,5.7
b,n,w,s,1,5.8
b,n,w,k,1,4.8
w,b,w,s,0,4.7
b,n,w,s,1,3.8
b,n,w,k,1,4.5
p,b,w,s,0,5.4
b,n,w,s,1,5.9
b,n,w,k,1,4.6
b,n,w,s,1,3.3
w,b,w,s,0,6.3
b,n,w,k,1,5.8
b,n,w,k,1,5.1
w,n,w,y,1,7.2
b,n,w,k,1,5.8
w,b,w,s,0,5.3
b,n,w,s,1,6.3
p,b,w,k,0,5.6
b,n,w,s,1,4.9
b,n,w,k,1,5.7
b,n,w,s,1,4.3
b,n,w,s,1,4.7
p,b,w,k,0,4.0
g,b,w,k,0,5.5
b,n,w,k,1,3.1
y,b,n,s,0,5.6
b,n,w,k,1,4.7
b,n,w,s,1,6.0
g,b,w,k,0,5.1
b,n,w,s,1,3.8
n,b,o,s,0,5.8
b,n,w,s,1,5.1
b,n,w,k,1,5.2
b,n,w,k,1,4.6
b,n,w,s,1,6.0
g,b,w,s,0,4.1
g,b,w,s,0,3.8
b,n,w,s,1,2.7
b,n,w,k,1,5.4
p,b,w,k,0,5.2
o,b,b,s,0,4.0
b,n,w,k,1,6.6
b,n,w,s,1,4.4
o,b,b,s,0,5.0
w,b,w,k,0,5.9
w,b,w,k,0,6.7
b,n,w,s,1,4.3
b,n,w,s,1,7.1
y,b,w,k,1,5.3
y,b,y,s,0,4.8
b,n,w,s,1,2.9
b,n,w,k,1,3.4
b,n,w,s,1,3.5
p,b,w,s,0,3.7
p,b,w,k,0,3.8
g,b,w,k,0,4.7
p,b,w,k,0,5.7
w,b,w,k,0,4.6
b,n,w,k,1,5.9
b,n,w,k,1,5.0
b,n,w,s,1,3.7
b,n,w,k,1,6.7
p,b,w,k,0,5.1
w,b,w,k,0,4.6
p,b,w,s,0,3.8
n,b,b,s,0,4.6
b,n,w,s,1,4.1
b,n,w,s,1,4.5
b,n,w,s,1,6.5
b,n,w,s,1,5.1
b,n,w,k,1,4.2
y,b,o,s,0,5.6
w,b,w,s,0,3.9
b,n,w,k,1,7.3
b,n,w,k,1,4.2
w,b,w,s,0,5.6
b,n,w,k,1,5.1
o,b,y,s,0,4.5
y,b,n,s,0,6.0
b,n,w,k,1,4.8
b,n,w,k,1,4.8
b,n,w,k,1,6.6
b,n,w,s,1,6.6
b,n,w,k,1,5.4
w,b,w,k,0,6.2
b,n,w,s,1,5.3
w,b,w,s,0,5.0
n,b,n,s,0,5.9
b,n,w,s,1,5.5
b,n,w,s,1,5.2
b,n,w,s,1,4.9
g,b,w,s,0,4.9
b,n,w,k,1,4.9
p,b,w,k,0,5.2
b,n,w,s,1,4.7
p,b,w,s,0,4.6
b,n,w,s,1,5.3
b,n,w,s,1,5.0
w,b,w,k,0,3.7
b,n,w,s,1,5.1
b,n,w,s,1,5.2
o,b,o,s,0,4.1
o,b,n,s,0,3.6
b,n,w,k,1,3.6
b,n,w,k,1,5.8
y,b,n,s,0,3.6
b,n,w,s,1,5.6
b,n,w,s,1,6.6
b,n,w,k,1,5.5
b,n,w,s,1,4.7
b,n,w,s,1,4.9
w,b,w,s,0,5.0
o,b,n,s,0,3.3
b,n,w,k,1,5.2
y,b,b,s,0,4.3
w,b,w,y,0,7.5
b,n,w,k,1,4.5
w,b,w,s,0,5.8
w,b,w,s,0,4.7
w,n,w,y,1,4.7
b,n,w,k,1,4.1
b,n,w,s,1,4.7
y,b,w,k,1,5.5
y,b,o,s,0,4.3
b,n,w,s,1,3.6
g,b,w,s,0,4.7
b,n,w,s,1,4.8
w,b,w,k,1,4.8
b,n,w,s,1,6.8
o,b,b,s,0,4.5
w,b,w,y,0,5.6
b,n,w,k,1,4.6
b,n,w,s,1,6.0
w,b,w,k,0,7.8
w,b,w,s,0,5.2
b,n,w,k,1,5.6
o,b,y,s,0,2.8
w,b,w,k,0,4.8
g,b,w,s,0,5.2
b,n,w,k,1,3.8
y,b,w,k,1,4.5
b,n,w,s,1,5.3
o,b,b,s,0,3.1
b,n,w,s,1,6.8
b,n,w,k,1,4.6
b,n,w,k,1,6.0
b,n,w,k,1,5.0
b,n,w,k,1,6.3
b,n,w,s,1,3.8
p,b,w,s,0,4.0
o,b,y,s,0,5.5
b,n,w,k,1,5.1
w,n,w,y,1,5.9
p,b,w,k,0,5.4
n,b,y,s,0,5.4
b,n,w,k,1,5.7
p,b,w,s,0,5.1
w,b,w,s,0,4.7
o,b,b,s,0,4.1
p,b,w,k,0,4.0
w,b,w,k,0,5.7
w,b,w,s,0,6.5
p,b,w,k,0,6.4
b,n,w,s,1,5.9
b,n,w,s,1,5.2
p,b,w,s,0,3.4
p,b,w,s,0,3.6
b,n,w,s,1,4.6
b,n,w,k,1,3.7
b,n,w,k,1,5.3
b,n,w,k,1,3.8
b,n,w,k,1,4.9
y,b,n,s,0,5.4
b,n,w,s,1,6.0
p,b,w,s,0,6.2
o,b,y,s,0,4.2
w,b,w,k,0,4.4
b,n,w,k,1,4.0
y,b,n,s,0,4.7
b,n,w,k,1,6.5
b,n,w,k,1,5.6
b,n,w,s,1,5.4
p,b,w,s,0,5.6
b,n,w,k,1,5.6
b,n,w,k,1,6.6
w,b,w,s,0,5.0
b,n,w,k,1,5.3
b,n,w,s,1,4.8
b,n,w,k,1,4.9
p,b,w,s,0,5.6
g,b,w,k,0,2.8
b,n,w,k,1,4.5
w,b,w,y,0,4.2
b,n,w,s,1,4.2
b,n,w,s,1,3.9
y,b,o,s,0,3.2
w,b,w,s,0,5.8
b,n,w,s,1,5.0
b,n,w,s,1,4.9
b,n,w,k,1,5.3
b,n,w,s,1,4.5
o,b,y,s,0,4.7
b,n,w,s,1,5.0
w,b,w,s,0,5.2
y,b,b,s,0,4.7
b,n,w,k,1,6.1
b,n,w,k,1,4.9
b,n,w,s,1,5.1
p,b,w,s,0,4.8
b,n,w,k,1,5.8
w,b,w,s,0,5.5
b,n,w,k,1,3.4
b,n,w,k,1,4.9
b,n,w,k,1,6.4
w,b,w,k,1,4.2
b,n,w,s,1,4.5
w,b,w,k,0,5.6
b,n,w,s,1,4.2
w,b,w,k,1,5.6
b,n,w,s,1,5.9
n,b,b,s,0,2.7
b,n,w,s,1,4.4
g,b,w,s,0,5.3
p,b,w,s,0,6.2
y,b,y,s,0,5.9
b,n,w,s,1,2.9
y,b,o,s,0,5.8
g,b,w,s,0,3.8
b,n,w,s,1,4.4
b,n,w,k,1,6.4
w,b,w,k,0,5.6
g,b,w,s,0,4.8
b,n,w,s,1,5.5
w,b,w,k,1,6.5
b,n,w,s,1,4.5
b,n,w,s,1,4.8
p,b,w,k,0,7.1
b,n,w,k,1,5.9
y,b,b,s,0,5.1
b,n,w,k,1,5.4
b,n,w,s,1,6.0
y,b,y,s,0,5.9
o,b,n,s,0,5.5
w,b,w,k,0,5.4
y,b,y,s,0,6.2
b,n,w,s,1,4.2
n,b,b,s,0,6.3
y,b,n,s,0,6.2
b,n,w,s,1,5.7
y,b,n,s,0,3.5
b,n,w,k,1,4.5
g,b,w,k,0,4.3
b,n,w,s,1,6.1
n,b,b,s,0,6.0
b,n,w,k,1,6.5
w,b,w,k,0,5.0
g,b,w,k,0,4.5
y,b,b,s,0,5.5
y,b,b,s,0,4.4
b,n,w,s,1,6.9
w,b,w,k,0,6.5
b,n,w,k,1,5.0
b,n,w,k,1,5.2
b,n,w,s,1,3.9
b,n,w,k,1,4.5
b,n,w,s,1,5.7
b,n,w,s,1,5.6
g,b,w,k,0,4.9
b,n,w,s,1,5.3
b,n,w,k,1,4.7
b,n,w,s,1,5.5
w,b,w,s,0,5.8
o,b,o,s,0,2.8
p,b,w,k,0,4.7
b,n,w,s,1,5.2
b,n,w,s,1,6.1
b,n,w,s,1,4.1
b,n,w,k,1,4.1
b,n,w,k,1,4.3
o,b,b,s,0,5.3
g,b,w,k,0,5.1
b,n,w,k,1,5.5
b,n,w,k,1,4.7
g,b,w,k,0,5.3
y,b,b,s,0,5.7
p,b,w,k,0,4.2
b,n,w,s,1,6.6
b,n,w,s,1,5.5
b,n,w,s,1,4.2
b,n,w,k,1,4.6
b,n,w,k,1,5.0
o,b,n,s,0,5.9
b,n,w,k,1,5.6
b,n,w,k,1,4.8
b,n,w,s,1,3.9
p,b,w,s,0,4.8
b,n,w,k,1,6.5
b,n,w,k,1,4.4
b,n,w,s,1,4.7
o,b,b,s,0,4.2
w,b,w,y,0,7.0
b,n,w,k,1,4.6
b,n,w,k,1,5.1
g,b,w,s,0,5.4
b,n,w,s,1,5.6
b,n,w,s,1,6.5
o,b,n,s,0,4.9
p,b,w,s,0,4.8
g,b,w,k,0,4.2
b,n,w,k,1,5.4
b,n,w,s,1,6.0
w,b,w,s,0,4.6
b,n,w,s,1,5.1
w,b,w,k,0,5.6
b,n,w,s,1,4.8
b,n,w,s,1,5.2
b,n,w,s,1,5.1
p,b,w,k,0,3.7
n,b,n,s,0,5.5
b,n,w,k,1,4.6
w,b,w,s,0,4.0
b,n,w,s,1,6.2
p,b,w,s,0,4.9
y,b,w,k,1,6.7
y,b,o,s,0,3.6
p,b,w,s,0,5.7
n,b,o,s,0,6.1
b,n,w,k,1,5.5
o,b,o,s,0,4.4
w,b,w,s,0,2.3
b,n,w,s,1,6.2
p,b,w,s,0,3.4
w,b,w,s,0,6.7
b,n,w,s,1,6.5
w,b,w,s,0,5.8
o,b,y,s,0,7.1
b,n,w,k,1,4.0
b,n,w,s,1,5.8
b,n,w,s,1,5.2
b,n,w,s,1,4.5
o,b,o,s,0,5.4
b,n,w,k,1,5.0
p,b,w,s,0,6.0
b,n,w,k,1,5.4
w,b,w,y,0,3.7
b,n,w,s,1,4.3
w,b,w,k,0,3.9
b,n,w,s,1,5.9
b,n,w,k,1,5.2
b,n,w,s,1,6.2
n,b,o,s,0,4.9
w,b,w,s,0,5.9
y,b,o,s,0,4.2
w,b,w,s,0,7.1
w,b,w,k,1,3.6
b,n,w,s,1,4.1
b,n,w,k,1,5.9
y,b,y,s,0,4.4
n,b,o,s,0,5.0
w,b,w,s,0,3.4
b,n,w,k,1,5.7
b,n,w,s,1,4.7
b,n,w,s,1,5.8
b,n,w,s,1,4.6
b,n,w,k,1,4.1
w,b,w,s,0,3.5
o,b,n,s,0,7.4
w,b,w,s,0,4.4
g,b,w,s,0,2.6
y,b,o,s,0,5.3
n,b,o,s,0,5.7
g,b,w,s,0,4.6
b,n,w,k,1,3.2
g,b,w,k,0,4.2
b,n,w,s,1,6.0
b,n,w,k,1,5.1
b,n,w,s,1,5.3
o,b,y,s,0,4.5
w,b,w,s,0,4.9
p,b,w,s,0,6.7
b,n,w,k,1,5.9
b,n,w,s,1,2.8
b,n,w,s,1,5.4
o,b,y,s,0,7.1
y,b,n,s,0,5.5
w,b,w,s,0,6.2
